carat,cut,color,clarity,depth,table,x,y,z
1.08,2,1,4,61.6,57.0,6.58,6.61,4.06
1.02,3,4,2,61.2,57.0,6.54,6.5,3.99
0.31,3,1,4,61.9,56.0,4.37,4.32,2.69
0.26,1,2,6,63.3,57.0,4.05,4.07,2.57
1.51,0,4,2,55.8,61.0,7.72,7.63,4.28
0.38,3,4,7,62.0,58.0,4.62,4.64,2.87
0.91,1,4,2,63.8,56.0,6.09,6.04,3.87
0.7,3,0,5,60.9,57.0,5.71,5.69,3.47
0.31,2,0,5,60.2,56.0,4.46,4.41,2.67
0.32,3,3,1,62.0,60.0,4.41,4.37,2.72
0.34,2,2,3,60.1,56.0,4.54,4.55,2.73
0.71,4,2,3,60.9,56.0,5.8,5.83,3.54
0.26,2,4,2,62.2,54.0,4.1,4.13,2.56
0.53,3,1,5,58.5,61.0,5.33,5.26,3.1
0.31,4,1,1,58.1,60.0,4.45,4.5,2.6
1.01,4,2,3,60.0,55.0,6.56,6.53,3.93
0.91,4,2,5,62.1,58.0,6.19,6.24,3.86
0.54,2,5,4,61.6,54.0,5.26,5.3,3.25
1.07,3,3,3,62.9,59.0,6.58,6.51,4.12
0.51,2,3,4,61.7,56.0,5.1,5.2,3.18
0.42,3,0,2,60.8,59.0,4.85,4.82,2.94
2.2,1,4,3,63.6,58.0,8.21,8.17,5.21
1.01,4,3,5,61.6,60.0,6.42,6.47,3.97
0.31,2,1,5,62.0,56.0,4.36,4.38,2.71
0.3,1,1,2,63.8,55.0,4.28,4.25,2.72
0.36,3,3,1,62.5,60.0,4.49,4.53,2.82
1.16,3,2,3,62.4,59.0,6.72,6.64,4.17
0.36,3,5,4,62.0,59.0,4.53,4.6,2.83
0.34,3,3,5,61.2,59.0,4.49,4.43,2.73
1.0,2,3,7,62.6,55.0,6.37,6.4,4.0
0.32,2,3,6,62.0,57.0,4.38,4.42,2.73
0.38,2,2,2,60.9,55.0,4.7,4.72,2.87
0.3,3,5,1,60.5,59.0,4.34,4.32,2.62
2.08,2,4,2,61.7,58.0,8.13,8.21,5.04
0.56,2,2,7,61.0,56.0,5.33,5.35,3.26
1.26,2,6,2,62.0,56.0,6.9,6.93,4.29
0.71,2,1,2,61.1,57.0,5.75,5.77,3.52
2.01,1,5,3,59.1,59.0,8.09,8.14,4.8
1.54,2,4,7,62.6,56.0,7.35,7.42,4.62
1.13,3,2,1,59.8,60.0,6.82,6.76,4.06
1.2,2,2,5,62.3,55.0,6.83,6.79,4.24
1.2,4,5,2,62.9,57.0,6.73,6.78,4.25
1.02,4,4,2,61.2,57.0,6.47,6.53,3.98
1.06,4,2,3,60.0,59.0,6.6,6.63,3.97
0.4,3,3,5,62.8,61.0,4.67,4.63,2.92
0.32,1,1,5,57.0,60.0,4.6,4.53,2.6
0.55,2,2,7,60.7,56.0,5.31,5.34,3.23
0.9,3,3,2,62.9,58.0,6.11,6.02,3.82
1.21,2,2,5,62.9,54.0,6.82,6.78,4.28
0.53,2,3,4,61.3,57.0,5.18,5.22,3.19
1.2,3,3,4,62.5,59.0,6.72,6.64,4.19
0.7,1,2,5,64.3,59.0,5.6,5.56,3.59
0.32,2,1,2,62.2,54.0,4.38,4.4,2.73
1.09,2,3,5,61.2,56.0,6.62,6.64,4.06
0.77,3,1,5,60.5,59.0,5.98,5.92,3.6
0.32,2,0,2,62.6,55.0,4.39,4.36,2.74
0.53,2,3,4,61.5,57.0,5.26,5.21,3.22
0.54,2,0,7,61.3,56.0,5.22,5.26,3.21
2.1,0,3,0,67.4,59.0,7.82,7.76,5.24
0.31,2,1,5,61.7,57.0,4.35,4.37,2.69
1.23,4,5,2,60.5,58.0,6.9,6.94,4.19
1.01,4,2,5,62.5,56.0,6.4,6.44,4.01
0.31,1,2,5,63.7,59.0,4.31,4.26,2.73
1.01,1,0,4,62.2,62.0,6.29,6.41,3.95
2.01,4,1,3,60.6,59.0,8.11,8.25,4.96
0.46,4,3,4,62.8,57.0,4.92,4.83,3.06
1.2,4,2,3,62.2,62.0,6.7,6.77,4.19
1.32,2,3,5,61.1,57.0,7.13,7.07,4.34
0.41,3,1,2,60.2,60.0,4.82,4.78,2.89
0.33,1,5,4,63.1,56.0,4.38,4.4,2.77
0.33,2,4,2,61.7,55.0,4.43,4.46,2.74
0.39,1,5,5,62.3,61.0,4.6,4.61,2.87
0.31,2,3,7,62.4,56.0,4.31,4.35,2.7
0.4,2,3,4,61.3,55.0,4.75,4.78,2.92
0.3,2,3,6,62.3,54.0,4.33,4.31,2.69
0.36,1,4,2,63.6,57.0,4.53,4.49,2.87
1.35,2,3,4,62.2,57.0,7.09,7.05,4.4
0.33,2,3,4,61.6,57.0,4.41,4.45,2.73
1.35,1,5,5,59.2,65.0,7.18,7.13,4.23
0.31,2,0,2,62.0,55.0,4.36,4.38,2.71
0.41,1,5,4,60.1,60.1,4.79,4.82,2.89
1.5,1,3,4,63.8,58.0,7.12,7.21,4.57
0.92,3,4,2,62.4,58.0,6.19,6.22,3.87
1.01,1,1,3,61.4,64.0,6.29,6.42,3.9
0.32,2,4,5,61.5,55.0,4.41,4.44,2.72
0.41,3,2,2,59.8,59.0,4.82,4.85,2.89
0.56,2,1,5,61.5,57.0,5.27,5.3,3.25
1.0,2,1,5,62.0,56.0,6.42,6.36,3.96
1.01,0,1,2,65.1,61.0,6.27,6.24,4.07
0.5,4,2,4,62.0,58.0,5.08,5.11,3.16
0.55,2,1,3,61.8,55.0,5.26,5.29,3.26
0.92,1,3,3,63.8,57.0,6.19,6.13,3.93
1.51,3,5,3,62.6,59.0,7.31,7.28,4.57
0.77,4,5,4,62.2,59.0,5.83,5.85,3.63
0.4,3,0,3,63.0,59.0,4.69,4.64,2.94
1.55,3,2,4,61.6,56.0,7.45,7.38,4.57
1.14,4,5,2,62.6,55.0,6.66,6.72,4.19
0.85,2,4,3,61.8,54.0,6.1,6.07,3.76
0.43,3,3,6,60.3,58.0,4.91,4.87,2.95
0.36,2,3,4,61.5,58.0,4.59,4.61,2.83
1.5,3,1,5,60.7,60.0,7.41,7.32,4.47
1.23,3,4,5,60.6,59.0,6.94,6.89,4.19
0.36,2,4,2,62.3,57.0,4.58,4.54,2.84
0.41,4,5,7,61.3,60.0,4.77,4.82,2.94
0.25,4,2,6,62.9,55.0,4.04,4.06,2.55
0.48,2,3,1,61.9,55.0,5.03,5.08,3.13
1.51,2,1,3,62.7,55.0,7.27,7.18,4.53
0.72,4,6,4,62.2,59.9,5.67,5.69,3.53
2.01,0,0,3,66.9,57.0,7.87,7.76,5.23
0.33,2,1,6,61.5,56.0,4.46,4.49,2.75
0.4,2,4,2,62.6,52.0,4.73,4.76,2.97
0.33,2,0,5,61.1,56.0,4.5,4.54,2.76
1.24,2,3,7,61.4,58.0,6.88,6.92,4.24
0.5,3,3,7,62.1,61.0,5.1,5.07,3.16
0.4,3,5,2,59.8,57.0,4.83,4.8,2.88
0.96,3,6,2,60.3,59.0,6.4,6.36,3.85
1.25,4,4,5,62.1,56.0,6.91,6.96,4.31
1.01,3,3,2,59.6,58.0,6.61,6.54,3.92
0.9,4,3,3,63.1,58.0,6.08,6.02,3.82
1.0,3,4,5,60.4,58.0,6.51,6.46,3.92
0.72,1,2,2,63.9,62.0,5.7,5.63,3.62
0.3,4,3,7,63.5,56.0,4.34,4.29,2.74
0.32,2,1,7,61.6,55.0,4.42,4.45,2.73
1.6,3,2,2,60.5,58.0,7.62,7.53,4.58
0.38,2,3,7,60.7,57.0,4.7,4.73,2.86
0.82,4,1,3,63.3,56.0,5.99,5.95,3.78
0.32,2,3,5,62.1,55.0,4.36,4.39,2.71
0.33,2,4,2,63.0,57.0,4.41,4.39,2.77
0.32,2,1,4,61.8,56.0,4.4,4.43,2.73
0.55,4,3,4,62.0,57.0,5.25,5.3,3.27
0.3,0,2,5,64.5,55.0,4.31,4.19,2.74
0.9,1,3,2,63.7,56.0,6.1,6.06,3.87
1.01,2,1,2,59.8,60.0,6.56,6.48,3.9
0.31,2,1,6,61.7,56.0,4.33,4.36,2.68
0.7,4,4,2,61.5,57.0,5.64,5.68,3.48
0.71,2,1,5,61.7,56.0,5.73,5.75,3.54
0.56,2,5,6,61.1,55.0,5.35,5.33,3.26
0.33,2,1,4,62.3,53.8,4.42,4.44,2.76
1.5,3,2,3,58.5,60.0,7.52,7.48,4.39
1.11,4,4,3,61.5,59.0,6.56,6.61,4.05
1.3,2,3,1,62.3,56.0,6.95,6.99,4.34
0.52,4,1,3,61.1,57.0,5.2,5.24,3.19
0.36,2,4,7,62.3,57.0,4.52,4.57,2.83
1.52,2,1,2,62.0,56.0,7.36,7.34,4.56
1.31,3,6,2,60.7,58.0,7.11,7.06,4.3
1.01,4,1,5,63.3,58.0,6.38,6.35,4.03
0.36,4,1,5,62.8,55.0,4.49,4.56,2.84
1.0,3,3,2,60.8,58.0,6.48,6.45,3.93
0.38,2,3,2,61.3,56.0,4.67,4.63,2.85
1.08,4,3,3,60.3,58.0,6.65,6.72,4.03
1.52,3,3,2,62.2,58.0,7.39,7.33,4.58
1.2,2,2,5,62.3,56.0,6.82,6.79,4.24
0.5,0,4,5,56.3,65.0,5.24,5.21,2.94
0.75,2,1,4,62.0,55.0,5.83,5.88,3.66
0.74,4,1,5,61.8,58.0,5.79,5.82,3.59
0.31,2,0,5,61.2,55.0,4.35,4.38,2.67
1.15,4,2,2,62.5,59.0,6.62,6.69,4.16
0.83,3,0,2,59.7,59.0,6.14,6.12,3.66
0.3,4,2,5,63.0,55.0,4.28,4.29,2.7
0.9,1,0,3,63.8,58.0,6.09,6.13,3.9
0.96,4,3,2,62.0,59.0,6.26,6.32,3.9
0.9,3,2,3,61.4,62.0,6.2,6.11,3.78
0.5,2,0,7,62.5,53.0,5.05,5.13,3.18
0.23,4,1,1,59.9,58.0,3.98,4.03,2.4
0.41,4,0,3,63.8,57.0,4.71,4.73,3.01
0.32,2,0,5,62.4,57.0,4.38,4.34,2.72
0.75,2,3,2,62.2,57.0,5.8,5.84,3.62
1.67,3,5,4,61.1,58.0,7.69,7.6,4.67
0.4,3,3,7,59.7,58.0,4.8,4.78,2.86
0.61,2,2,7,61.8,55.0,5.43,5.47,3.37
0.7,3,3,5,58.1,55.0,5.83,5.8,3.38
0.52,3,1,3,61.8,54.0,5.18,5.15,3.19
1.01,2,2,7,61.0,57.0,6.52,6.46,3.96
0.56,2,2,6,62.1,56.0,5.29,5.3,3.29
0.26,2,5,4,61.6,54.0,4.08,4.12,2.53
0.35,2,1,6,61.9,56.0,4.55,4.53,2.81
0.6,1,6,4,58.9,60.5,5.5,5.57,3.26
0.58,2,3,5,60.0,56.0,5.45,5.48,3.28
0.5,1,3,7,63.4,57.0,5.06,5.1,3.22
2.18,2,5,3,62.5,55.0,8.34,8.31,5.2
0.8,1,3,3,64.2,55.0,5.89,5.83,3.76
0.8,3,1,3,59.9,58.0,6.03,5.96,3.59
0.7,4,2,1,61.5,58.0,5.65,5.7,3.49
0.62,2,3,4,62.0,56.0,5.45,5.49,3.39
0.54,2,0,5,61.2,56.0,5.24,5.28,3.22
2.0,0,3,5,67.6,58.0,7.65,7.61,5.16
0.31,2,5,2,62.2,56.0,4.37,4.34,2.71
0.5,2,0,7,61.4,55.0,5.13,5.16,3.16
0.71,3,0,3,61.6,60.0,5.7,5.64,3.49
1.01,3,3,7,61.9,59.0,6.45,6.41,3.98
1.04,1,2,5,63.7,58.0,6.34,6.43,4.07
0.51,3,3,5,61.3,59.0,5.17,5.11,3.15
0.55,3,1,3,59.7,58.0,5.33,5.35,3.19
0.82,2,0,2,61.9,56.0,5.99,6.02,3.72
0.99,0,5,3,68.1,56.0,6.21,6.06,4.18
2.11,3,6,3,61.0,58.0,8.29,8.2,5.03
1.2,3,4,5,61.4,59.0,6.79,6.75,4.16
0.41,3,1,5,61.3,58.0,4.74,4.79,2.92
0.52,0,1,7,57.2,64.0,5.27,5.36,3.04
0.72,2,1,5,61.4,56.0,5.78,5.8,3.55
0.32,2,5,4,60.9,56.7,4.41,4.44,2.69
1.05,4,4,2,60.2,62.0,6.52,6.57,3.94
0.4,1,4,2,62.0,61.0,4.69,4.73,2.92
0.33,2,1,7,61.2,57.0,4.45,4.47,2.73
0.9,1,2,5,65.0,58.0,6.03,6.06,3.93
0.81,2,4,4,61.8,58.0,5.97,6.04,3.71
0.41,3,3,4,61.5,58.0,4.8,4.76,2.94
1.3,2,4,7,61.5,55.0,7.07,7.03,4.34
2.02,4,4,3,62.3,58.0,7.97,8.04,4.99
1.08,4,2,3,63.3,59.0,6.48,6.44,4.09
0.32,2,2,1,60.3,58.0,4.45,4.5,2.7
0.4,1,3,4,59.6,61.0,4.82,4.85,2.88
1.09,2,2,1,61.6,55.0,6.59,6.65,4.08
0.9,4,0,2,61.9,55.0,6.18,6.22,3.84
0.93,3,6,3,61.9,57.0,6.21,6.19,3.84
1.01,3,0,4,61.1,61.0,6.46,6.4,3.93
0.36,2,3,7,62.3,56.0,4.56,4.53,2.83
1.01,4,0,2,62.9,58.0,6.33,6.38,4.0
0.5,2,1,5,60.6,59.0,5.1,5.2,3.12
0.32,2,2,1,60.9,57.0,4.4,4.44,2.69
1.3,3,2,6,59.3,59.0,7.11,7.08,4.22
1.06,2,4,3,62.8,57.0,6.57,6.49,4.1
1.01,1,3,7,63.1,56.0,6.34,6.4,4.02
0.32,4,1,2,63.4,56.0,4.34,4.31,2.74
1.51,4,3,5,59.3,58.0,7.32,7.49,4.39
0.53,2,3,5,61.6,56.0,5.24,5.19,3.21
0.52,1,5,2,63.6,60.0,5.1,5.05,3.23
1.02,3,1,2,59.2,56.0,6.63,6.57,3.91
1.58,2,5,6,61.7,53.0,7.52,7.53,4.65
1.3,1,6,5,63.6,59.0,6.9,6.87,4.38
1.0,4,3,7,63.0,56.0,6.37,6.4,4.02
1.21,0,1,3,65.6,59.0,6.62,6.56,4.32
0.54,2,2,7,61.0,54.0,5.28,5.3,3.23
0.9,3,4,5,62.3,58.0,6.18,6.09,3.82
0.96,2,2,4,61.2,56.0,6.34,6.38,3.89
0.9,4,3,5,63.3,54.0,6.19,6.11,3.89
0.61,2,1,2,61.2,56.0,5.5,5.48,3.36
0.3,3,1,5,62.0,60.0,4.26,4.23,2.63
1.25,2,3,7,61.5,55.0,6.92,6.94,4.26
0.54,2,4,4,61.5,56.0,5.22,5.25,3.22
0.42,4,4,2,63.2,58.0,4.79,4.77,3.02
0.59,3,4,7,62.3,55.0,5.42,5.33,3.35
0.4,2,2,7,61.7,56.0,4.74,4.72,2.92
0.7,1,6,3,58.7,58.0,5.74,5.85,3.4
1.55,2,3,7,61.9,54.0,7.41,7.45,4.6
2.04,3,5,3,59.8,59.0,8.3,8.23,4.94
0.9,1,3,4,63.6,58.0,6.09,6.12,3.88
0.71,3,3,2,62.3,56.0,5.69,5.65,3.53
0.52,2,3,4,60.4,57.0,5.21,5.24,3.16
0.56,2,1,5,61.6,57.0,5.3,5.32,3.27
1.31,2,4,4,62.4,56.0,7.0,6.98,4.36
1.54,2,3,3,62.3,60.0,7.29,7.34,4.56
1.2,2,4,5,62.2,55.0,6.76,6.85,4.23
0.31,3,1,5,61.6,59.0,4.35,4.32,2.67
0.81,2,3,4,62.3,57.0,5.99,5.95,3.72
1.18,3,3,7,58.2,62.0,6.92,6.89,4.02
0.33,2,2,5,62.1,54.0,4.46,4.43,2.76
0.42,3,1,2,61.5,61.0,4.87,4.82,2.98
0.31,1,3,7,63.8,56.0,4.24,4.28,2.72
1.23,2,4,3,62.4,57.0,6.79,6.84,4.25
0.7,2,3,2,62.2,56.0,5.72,5.69,3.55
0.33,2,2,5,61.6,55.0,4.48,4.45,2.75
0.23,4,0,5,62.7,58.0,3.86,3.89,2.43
1.51,3,6,3,59.7,62.0,7.46,7.42,4.44
0.49,4,2,2,62.5,57.0,4.99,5.02,3.13
0.43,2,1,5,61.6,54.0,4.9,4.88,3.01
0.7,3,2,2,62.5,59.0,5.65,5.67,3.54
0.32,3,2,5,61.4,60.0,4.38,4.42,2.7
0.6,2,5,2,62.1,55.0,5.39,5.42,3.35
1.46,3,0,3,62.0,55.0,7.32,7.23,4.51
0.53,2,1,5,61.9,55.0,5.22,5.19,3.22
0.36,2,1,4,61.8,56.0,4.6,4.56,2.83
0.41,2,1,7,62.2,54.0,4.76,4.79,2.97
0.51,2,4,1,62.3,54.0,5.14,5.17,3.21
0.39,2,1,4,62.0,54.0,4.68,4.71,2.91
0.81,3,3,4,62.1,58.0,5.96,5.92,3.69
1.6,4,4,2,63.1,58.0,7.45,7.39,4.68
1.11,0,6,3,64.8,55.1,6.44,6.55,4.21
0.31,0,1,2,56.9,66.0,4.53,4.47,2.56
0.41,3,3,6,61.0,61.0,4.75,4.72,2.89
1.14,3,2,2,61.1,59.0,6.75,6.7,4.11
0.43,2,4,2,62.3,56.0,4.86,4.83,3.02
0.79,2,4,1,61.3,56.0,5.96,5.98,3.66
0.5,3,0,2,62.3,58.0,5.07,5.04,3.15
0.31,2,3,1,61.9,54.0,4.35,4.38,2.7
1.21,2,5,4,61.5,56.0,6.83,6.87,4.22
1.01,3,6,3,62.5,62.0,6.41,6.36,3.99
0.71,4,2,2,63.0,55.0,5.65,5.71,3.58
1.22,2,0,5,61.7,56.0,6.89,6.86,4.24
2.02,1,5,4,65.5,57.0,7.88,7.96,5.19
0.35,2,0,3,62.4,55.0,4.53,4.54,2.83
2.17,3,0,3,62.2,59.0,8.28,8.34,5.17
0.71,2,4,3,59.4,57.0,5.87,5.81,3.47
0.3,2,0,2,62.5,57.0,4.32,4.29,2.69
1.7,3,1,2,58.2,62.0,7.86,7.81,4.56
1.71,3,4,4,62.1,59.0,7.63,7.55,4.71
1.26,2,3,5,60.8,55.0,7.02,7.04,4.28
0.56,4,4,7,59.8,57.0,5.39,5.48,3.25
1.34,2,3,5,61.9,56.0,7.1,7.05,4.38
0.92,3,5,5,60.9,58.0,6.28,6.27,3.82
1.05,3,0,3,60.4,57.0,6.6,6.55,3.97
0.47,1,0,2,63.8,59.0,4.9,4.88,3.12
0.26,2,3,7,62.3,56.0,4.07,4.1,2.54
0.3,2,3,6,61.3,56.0,4.34,4.3,2.65
0.9,1,1,5,63.1,58.0,6.11,6.15,3.87
0.5,2,0,3,61.0,57.0,5.15,5.12,3.13
0.3,2,2,1,62.2,53.0,4.34,4.38,2.71
0.45,2,3,6,61.5,57.0,4.91,4.95,3.03
0.4,2,6,7,61.9,55.0,4.74,4.79,2.95
0.71,4,1,5,58.5,57.0,5.87,5.9,3.44
2.01,2,5,2,59.9,60.0,8.27,8.2,4.93
1.01,4,1,5,63.4,60.0,6.37,6.31,4.02
0.35,3,3,4,60.7,61.0,4.58,4.54,2.77
1.0,0,0,2,65.9,54.0,6.24,6.2,4.1
0.31,3,3,4,61.2,59.0,4.35,4.37,2.67
2.01,4,5,4,62.9,59.0,7.94,8.03,5.02
0.51,2,4,1,59.6,59.0,5.2,5.24,3.11
1.19,2,5,1,61.7,56.0,6.78,6.81,4.19
0.32,3,0,2,61.4,58.0,4.42,4.38,2.7
0.31,3,2,5,62.9,58.0,4.31,4.27,2.7
1.0,3,1,0,60.9,61.0,6.41,6.37,3.89
1.0,0,3,5,64.5,58.0,6.26,6.2,4.02
0.31,3,1,2,60.1,61.0,4.4,4.35,2.63
0.3,2,4,6,62.0,56.0,4.31,4.34,2.68
0.59,2,0,1,60.9,60.0,5.41,5.39,3.29
0.32,2,3,4,62.9,57.0,4.4,4.37,2.76
1.52,2,5,5,62.1,55.0,7.41,7.33,4.58
1.12,2,3,5,62.0,56.0,6.64,6.69,4.13
1.0,2,3,6,61.9,57.0,6.43,6.39,3.97
1.0,1,1,2,61.6,62.0,6.35,6.42,3.93
0.32,1,1,2,63.4,55.0,4.35,4.36,2.76
0.54,2,3,7,62.1,56.0,5.19,5.22,3.23
0.52,2,4,6,61.2,57.0,5.17,5.22,3.18
1.01,2,5,6,61.7,56.0,6.42,6.47,3.98
0.42,2,4,6,61.8,55.0,4.8,4.85,2.98
0.35,2,1,5,62.5,55.0,4.5,4.52,2.82
0.4,4,3,2,61.7,61.0,4.63,4.68,2.87
0.72,3,3,3,59.1,61.0,5.89,5.85,3.47
0.9,3,4,6,62.3,59.0,6.15,6.09,3.81
0.41,2,0,2,62.3,55.0,4.79,4.77,2.98
1.01,2,1,2,61.6,59.0,6.43,6.4,3.95
1.02,2,3,0,61.2,56.0,6.47,6.5,3.97
0.32,4,2,5,62.8,57.0,4.33,4.36,2.73
0.51,4,3,7,63.1,58.0,5.11,5.07,3.21
0.58,3,0,4,61.4,58.0,5.37,5.34,3.29
0.33,3,3,6,61.9,59.0,4.38,4.41,2.72
0.77,2,3,5,62.1,56.0,5.85,5.88,3.64
1.04,2,0,2,61.7,57.0,6.55,6.51,4.03
2.0,3,4,3,59.7,61.0,8.2,8.15,4.88
1.07,3,0,5,61.3,59.0,6.61,6.53,4.03
2.08,3,6,5,60.3,59.0,8.29,8.23,4.98
1.01,2,0,6,62.5,55.0,6.39,6.44,4.01
0.3,1,4,7,63.6,56.0,4.29,4.26,2.72
2.16,4,3,3,62.6,55.0,8.2,8.25,5.14
1.16,2,5,2,62.6,57.0,6.71,6.67,4.19
1.51,2,6,2,61.4,57.0,7.38,7.43,4.55
0.39,2,2,4,62.3,57.0,4.69,4.65,2.91
0.31,2,3,2,61.8,55.0,4.38,4.42,2.72
0.3,2,0,2,62.0,56.0,4.3,4.34,2.68
0.41,4,2,2,63.4,58.0,4.75,4.68,2.99
0.83,2,1,2,61.5,55.0,6.05,6.08,3.73
1.69,3,2,5,58.7,59.0,7.87,7.78,4.59
1.21,3,5,3,59.9,58.0,6.94,6.91,4.15
0.32,4,3,4,61.8,60.0,4.35,4.36,2.69
0.3,3,2,4,61.9,59.0,4.3,4.26,2.65
1.0,2,3,4,62.7,54.0,6.42,6.37,4.01
0.41,2,3,2,62.1,55.0,4.78,4.81,2.98
1.25,2,6,7,62.1,56.0,6.81,6.84,4.24
1.27,3,4,5,58.9,61.0,7.09,7.03,4.16
0.78,3,3,5,60.8,58.0,6.03,5.95,3.64
1.01,2,3,3,61.4,57.0,6.44,6.48,3.97
1.53,2,3,7,61.0,55.0,7.44,7.5,4.56
0.54,2,6,2,62.5,54.0,5.22,5.25,3.27
0.41,2,0,7,62.3,55.0,4.77,4.76,2.97
2.07,3,5,3,60.5,60.0,8.32,8.27,5.02
0.71,2,4,3,62.6,56.0,5.75,5.69,3.58
0.32,2,1,7,62.0,55.0,4.38,4.4,2.72
0.32,2,0,6,61.8,56.0,4.41,4.39,2.72
0.73,2,3,3,61.1,57.0,5.8,5.82,3.55
1.09,2,3,4,60.3,57.0,6.68,6.73,4.04
1.29,2,4,4,61.8,56.0,6.97,7.02,4.32
1.07,4,3,3,59.9,59.0,6.61,6.67,3.98
0.32,3,5,2,62.9,58.0,4.35,4.33,2.73
0.6,1,1,4,58.1,63.0,5.53,5.63,3.24
0.72,4,2,5,63.0,54.0,5.69,5.73,3.6
0.3,4,4,5,62.7,59.0,4.22,4.27,2.66
0.5,4,1,3,61.4,58.0,5.09,5.11,3.13
0.38,3,0,6,60.4,59.0,4.7,4.71,2.84
0.7,4,3,3,63.3,57.0,5.61,5.51,3.52
2.05,3,3,2,61.6,59.0,8.2,8.16,5.04
1.33,3,1,3,62.5,58.0,7.03,6.99,4.38
1.02,0,5,2,53.0,63.0,6.84,6.77,3.66
0.9,4,2,3,61.3,60.0,6.18,6.22,3.8
0.7,2,6,2,62.3,57.0,5.69,5.71,3.55
1.23,4,4,2,63.0,55.0,6.72,6.78,4.27
0.3,2,5,7,62.2,56.0,4.25,4.3,2.66
0.5,1,0,2,62.9,59.0,4.94,5.01,3.13
0.7,4,3,5,62.2,61.0,5.54,5.59,3.46
0.39,1,1,7,61.5,61.0,4.73,4.74,2.91
1.81,1,3,3,58.9,55.0,7.99,8.04,4.72
0.77,2,4,2,62.2,56.0,5.83,5.88,3.64
0.78,2,5,5,59.8,58.0,5.98,6.02,3.59
0.23,2,3,4,61.6,55.0,3.96,3.99,2.45
0.81,4,3,2,60.7,56.0,6.06,6.09,3.69
2.08,3,3,3,62.2,60.0,8.16,8.09,5.06
0.7,4,1,2,63.1,58.0,5.61,5.64,3.55
0.4,2,1,3,62.1,53.0,4.75,4.78,2.96
1.52,3,3,5,61.9,56.0,7.39,7.28,4.54
0.51,2,3,7,61.8,56.0,5.16,5.1,3.17
0.54,3,3,5,62.7,58.0,5.19,5.15,3.24
0.5,1,2,5,60.9,60.4,5.13,5.2,3.14
1.22,3,0,3,62.0,60.0,6.8,6.74,4.2
1.37,4,5,3,63.0,57.0,6.98,7.05,4.42
1.55,4,4,5,63.3,56.0,7.38,7.32,4.65
0.56,4,1,5,61.7,56.0,5.25,5.31,3.26
0.31,3,1,2,58.3,60.0,4.51,4.48,2.62
0.52,2,3,4,62.3,55.0,5.16,5.14,3.21
0.38,2,4,2,61.5,56.0,4.67,4.69,2.88
0.4,3,3,2,62.0,59.0,4.74,4.71,2.93
1.0,4,4,5,64.7,56.0,6.23,6.29,4.05
1.14,2,3,4,60.9,57.0,6.7,6.82,4.12
1.27,2,6,5,61.8,54.0,6.95,6.98,4.31
0.31,2,3,5,60.8,56.0,4.38,4.4,2.67
0.3,3,1,5,62.5,58.0,4.26,4.31,2.68
0.41,2,1,2,62.5,57.0,4.74,4.79,2.98
0.51,4,1,2,62.9,55.0,5.06,5.12,3.2
0.42,3,4,6,60.9,62.0,4.86,4.8,2.94
0.52,4,3,6,60.9,56.0,5.18,5.24,3.17
0.3,2,6,7,62.0,54.0,4.3,4.34,2.68
0.7,3,2,3,61.6,60.0,5.78,5.68,3.53
0.46,2,6,6,61.8,56.0,4.97,4.93,3.06
1.33,2,6,4,61.3,57.0,7.11,7.08,4.35
0.53,1,1,2,64.1,54.0,5.11,5.16,3.29
0.33,4,3,4,61.6,57.0,4.42,4.51,2.75
2.01,3,1,3,62.2,60.0,8.02,7.96,4.97
0.41,2,3,5,62.1,57.0,4.78,4.72,2.95
1.07,2,3,7,62.4,54.0,6.51,6.56,4.08
0.4,1,0,5,63.2,57.0,4.65,4.71,2.96
1.06,3,0,5,59.3,55.0,6.7,6.65,3.96
0.51,4,1,3,58.3,63.0,5.21,5.26,3.05
1.24,3,3,4,62.0,59.0,6.92,6.88,4.28
1.0,4,3,7,59.5,61.0,6.42,6.46,3.83
0.33,3,4,5,61.4,58.0,4.49,4.44,2.74
0.51,3,1,5,61.7,58.0,5.15,5.12,3.17
1.01,4,0,5,63.1,58.0,6.34,6.38,4.01
1.22,3,6,3,62.1,59.0,6.82,6.77,4.22
0.37,3,2,5,62.7,58.0,4.58,4.55,2.86
0.7,2,2,5,61.0,55.0,5.74,5.79,3.52
1.03,2,2,3,61.9,56.0,6.47,6.43,3.99
0.31,3,3,6,60.7,58.0,4.37,4.4,2.66
0.4,4,3,2,61.6,59.0,4.66,4.72,2.89
1.2,2,3,5,61.9,57.0,6.86,6.83,4.24
0.51,2,4,2,63.0,57.0,5.14,5.11,3.23
0.7,0,4,2,64.7,58.0,5.59,5.54,3.6
0.31,2,5,5,59.9,57.0,4.4,4.38,2.63
0.37,3,1,5,63.0,58.0,4.58,4.53,2.87
0.42,2,3,7,62.2,56.0,4.81,4.77,2.98
0.8,2,5,4,62.6,54.0,5.92,5.96,3.72
1.11,1,0,2,57.8,61.0,6.83,6.78,3.93
1.02,2,3,4,61.3,56.0,6.49,6.53,3.99
1.58,3,0,3,59.6,59.0,7.67,7.61,4.55
0.41,4,1,2,60.4,58.0,4.75,4.79,2.88
0.32,2,1,6,62.2,55.0,4.41,4.37,2.73
0.5,2,0,5,62.3,55.0,5.07,5.11,3.17
0.43,4,0,3,63.3,57.0,4.82,4.79,3.04
